Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Product_ID,Category,Sub_Category,Quantity,Sales,Discount,Profit
ORD-200133,02-11-2022,09-11-2022,CUST-9452,Zeeshan Subramaniam,Consumer,India,West,West Bengal,Kolkata,PROD-248,Office Supplies,Storage,9,11770.3,0.06,1752.26
ORD-200134,24-09-2023,26-09-2023,CUST-3345,Aaryahi Bhattacharyya,Consumer,India,East,Punjab,Ludhiana,PROD-655,Furniture,Bookcases,6,1248.87,0.28,11.72
ORD-200135,17-12-2023,22-12-2023,CUST-8892,Ritvik Sarraf,Home Office,India,West,Kerala,Kochi,PROD-140,Office Supplies,Art,2,12301.53,0.19,2392.44
ORD-200136,16-02-2023,21-02-2023,CUST-8955,Aradhya Johal,Home Office,India,East,Maharashtra,Nagpur,PROD-718,Office Supplies,Storage,10,1602.43,0.27,138.11
ORD-200137,07-06-2022,11-06-2022,CUST-4323,Ivan Chokshi,Consumer,India,East,Gujarat,Ahmedabad,PROD-641,Technology,Copiers,4,22290.1,0.1,3992.41
ORD-200138,28-09-2024,08-10-2024,CUST-4041,Shalv Raja,Consumer,India,East,Delhi,New Delhi,PROD-170,Technology,Laptops,6,12473.35,0.22,1164.31
ORD-200139,24-08-2024,27-08-2024,CUST-5348,Indranil Setty,Home Office,India,West,Delhi,New Delhi,PROD-530,Furniture,Chairs,10,11976.04,0.12,417.59
ORD-200140,15-07-2024,23-07-2024,CUST-7891,Aarna Suri,Corporate,India,East,Punjab,Ludhiana,PROD-365,Furniture,Furnishings,1,18247.4,0.22,1677.55
ORD-200141,27-01-2024,01-02-2024,CUST-2716,Jayant Chauhan,Consumer,India,South,Maharashtra,Mumbai,PROD-307,Office Supplies,Binders,2,8990.02,0.28,-231.31
ORD-200142,03-09-2022,08-09-2022,CUST-5559,Onkar Bandi,Corporate,India,South,Rajasthan,Jaipur,PROD-753,Office Supplies,Paper,4,10186.34,0.02,1551.14
ORD-200143,20-05-2022,29-05-2022,CUST-7168,Adira Karan,Home Office,India,North,Karnataka,Mysuru,PROD-912,Furniture,Tables,10,17378.69,0.04,843.05
ORD-200144,25-04-2024,02-05-2024,CUST-2529,Jiya Sarna,Consumer,India,North,Maharashtra,Nagpur,PROD-242,Office Supplies,Art,10,18282.59,0.23,3026.7
ORD-200145,03-06-2022,06-06-2022,CUST-6071,Nitara Bedi,Home Office,India,East,Tamil Nadu,Coimbatore,PROD-302,Office Supplies,Binders,6,534.22,0.02,99.36
ORD-200146,07-01-2023,14-01-2023,CUST-9370,Renee Vasa,Corporate,India,West,Delhi,New Delhi,PROD-206,Furniture,Tables,4,3688.37,0.03,506.47
ORD-200147,15-11-2023,19-11-2023,CUST-7973,Vivaan Lad,Corporate,India,South,Punjab,Ludhiana,PROD-467,Office Supplies,Binders,4,21398.06,0.26,3199.01
ORD-200148,19-12-2023,23-12-2023,CUST-8211,Aarush Khosla,Home Office,India,South,Gujarat,Ahmedabad,PROD-838,Technology,Laptops,3,8551.22,0.03,2163.54
ORD-200149,06-10-2024,08-10-2024,CUST-2966,Vanya Seshadri,Consumer,India,North,Rajasthan,Jaipur,PROD-369,Furniture,Bookcases,8,22576.35,0.29,-1707.19
ORD-200150,11-01-2024,21-01-2024,CUST-5440,Neelofar Sehgal,Home Office,India,West,Rajasthan,Jaipur,PROD-907,Technology,Copiers,8,23528.18,0.05,3091.96
ORD-200151,14-12-2022,20-12-2022,CUST-2622,Dhruv Acharya,Consumer,India,South,Punjab,Ludhiana,PROD-633,Technology,Copiers,9,22571.78,0.19,1044.36
ORD-200152,21-02-2023,22-02-2023,CUST-7205,Saksham Sekhon,Consumer,India,South,Maharashtra,Mumbai,PROD-856,Office Supplies,Paper,9,14204.56,0.24,355.44
ORD-200153,12-07-2024,20-07-2024,CUST-8208,Priyansh Roy,Consumer,India,North,Telangana,Hyderabad,PROD-637,Technology,Accessories,5,21546,0.2,1939.56
